Column1,work_year,experience_level,employment_type,job_title, salary ,salary_currency, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
402,2022,SE,FT,Data Analyst," 115,934 ",USD," $115,934 ",US,0,US,M
403,2022,SE,FT,Data Analyst," 81,666 ",USD," $81,666 ",US,0,US,M
404,2022,SE,FT,Data Engineer," 175,000 ",USD," $175,000 ",US,100,US,M
405,2022,MI,FT,Data Engineer," 75,000 ",GBP," $98,158 ",GB,0,GB,M
406,2022,MI,FT,Data Analyst," 58,000 ",USD," $58,000 ",US,0,US,S
407,2022,SE,FT,Data Engineer," 183,600 ",USD," $183,600 ",US,100,US,L
408,2022,MI,FT,Data Analyst," 40,000 ",GBP," $52,351 ",GB,100,GB,M
409,2022,SE,FT,Data Scientist," 180,000 ",USD," $180,000 ",US,100,US,M
410,2022,MI,FT,Data Scientist," 55,000 ",GBP," $71,982 ",GB,0,GB,M
411,2022,MI,FT,Data Scientist," 35,000 ",GBP," $45,807 ",GB,0,GB,M
412,2022,MI,FT,Data Engineer," 60,000 ",EUR," $65,949 ",GR,100,GR,M
413,2022,MI,FT,Data Engineer," 45,000 ",EUR," $49,461 ",GR,100,GR,M
414,2022,MI,FT,Data Engineer," 60,000 ",GBP," $78,526 ",GB,100,GB,M
415,2022,MI,FT,Data Engineer," 45,000 ",GBP," $58,894 ",GB,100,GB,M
416,2022,SE,FT,Data Scientist," 260,000 ",USD," $260,000 ",US,100,US,M
417,2022,SE,FT,Data Science Engineer," 60,000 ",USD," $60,000 ",AR,100,MX,L
418,2022,MI,FT,Data Engineer," 63,900 ",USD," $63,900 ",US,0,US,M
419,2022,MI,FT,Machine Learning Scientist," 160,000 ",USD," $160,000 ",US,100,US,L
420,2022,MI,FT,Machine Learning Scientist," 112,300 ",USD," $112,300 ",US,100,US,L
421,2022,MI,FT,Data Science Manager," 241,000 ",USD," $241,000 ",US,100,US,M
422,2022,MI,FT,Data Science Manager," 159,000 ",USD," $159,000 ",US,100,US,M
423,2022,SE,FT,Data Scientist," 180,000 ",USD," $180,000 ",US,0,US,M
424,2022,SE,FT,Data Scientist," 80,000 ",USD," $80,000 ",US,0,US,M
425,2022,MI,FT,Data Engineer," 82,900 ",USD," $82,900 ",US,0,US,M
426,2022,SE,FT,Data Engineer," 100,800 ",USD," $100,800 ",US,100,US,L
427,2022,MI,FT,Data Engineer," 45,000 ",EUR," $49,461 ",ES,100,ES,M
428,2022,SE,FT,Data Scientist," 140,400 ",USD," $140,400 ",US,0,US,L
429,2022,MI,FT,Data Analyst," 30,000 ",GBP," $39,263 ",GB,100,GB,M
430,2022,MI,FT,Data Analyst," 40,000 ",EUR," $43,966 ",ES,100,ES,M
431,2022,MI,FT,Data Analyst," 30,000 ",EUR," $32,974 ",ES,100,ES,M
432,2022,MI,FT,Data Engineer," 80,000 ",EUR," $87,932 ",ES,100,ES,M
433,2022,MI,FT,Data Engineer," 70,000 ",EUR," $76,940 ",ES,100,ES,M
434,2022,MI,FT,Data Engineer," 80,000 ",GBP," $104,702 ",GB,100,GB,M
435,2022,MI,FT,Data Engineer," 70,000 ",GBP," $91,614 ",GB,100,GB,M
436,2022,MI,FT,Data Engineer," 60,000 ",EUR," $65,949 ",ES,100,ES,M
437,2022,MI,FT,Data Engineer," 80,000 ",EUR," $87,932 ",GR,100,GR,M
438,2022,SE,FT,Machine Learning Engineer," 189,650 ",USD," $189,650 ",US,0,US,M
439,2022,SE,FT,Machine Learning Engineer," 164,996 ",USD," $164,996 ",US,0,US,M
440,2022,MI,FT,Data Analyst," 40,000 ",EUR," $43,966 ",GR,100,GR,M
441,2022,MI,FT,Data Analyst," 30,000 ",EUR," $32,974 ",GR,100,GR,M
442,2022,MI,FT,Data Engineer," 75,000 ",GBP," $98,158 ",GB,100,GB,M
443,2022,MI,FT,Data Engineer," 60,000 ",GBP," $78,526 ",GB,100,GB,M
444,2022,SE,FT,Data Scientist," 215,300 ",USD," $215,300 ",US,0,US,L
445,2022,MI,FT,Data Engineer," 70,000 ",EUR," $76,940 ",GR,100,GR,M
446,2022,SE,FT,Data Engineer," 209,100 ",USD," $209,100 ",US,100,US,L
447,2022,SE,FT,Data Engineer," 154,600 ",USD," $154,600 ",US,100,US,L
448,2022,SE,FT,Data Engineer," 180,000 ",USD," $180,000 ",US,100,US,M
449,2022,EN,FT,ML Engineer," 20,000 ",EUR," $21,983 ",PT,100,PT,L
450,2022,SE,FT,Data Engineer," 80,000 ",USD," $80,000 ",US,100,US,M
451,2022,MI,FT,Machine Learning Developer," 100,000 ",CAD," $78,791 ",CA,100,CA,M
452,2022,EX,FT,Director of Data Science," 250,000 ",CAD," $196,979 ",CA,50,CA,L
453,2022,MI,FT,Machine Learning Engineer," 120,000 ",USD," $120,000 ",US,100,US,S
454,2022,EN,FT,Computer Vision Engineer," 125,000 ",USD," $125,000 ",US,0,US,M
455,2022,MI,FT,NLP Engineer," 240,000 ",CNY," $37,236 ",US,50,US,L
456,2022,SE,FT,Data Engineer," 105,000 ",USD," $105,000 ",US,100,US,M
457,2022,SE,FT,Lead Machine Learning Engineer," 80,000 ",EUR," $87,932 ",DE,0,DE,M
458,2022,MI,FT,Business Data Analyst," 1,400,000 ",INR," $18,442 ",IN,100,IN,M
459,2022,MI,FT,Data Scientist," 2,400,000 ",INR," $31,615 ",IN,100,IN,L
460,2022,MI,FT,Machine Learning Infrastructure Engineer," 53,000 ",EUR," $58,255 ",PT,50,PT,L
461,2022,EN,FT,Financial Data Analyst," 100,000 ",USD," $100,000 ",US,50,US,L
462,2022,MI,PT,Data Engineer," 50,000 ",EUR," $54,957 ",DE,50,DE,L
463,2022,EN,FT,Data Scientist," 1,400,000 ",INR," $18,442 ",IN,100,IN,M
464,2022,SE,FT,Principal Data Scientist," 148,000 ",EUR," $162,674 ",DE,100,DE,M
465,2022,EN,FT,Data Engineer," 120,000 ",USD," $120,000 ",US,100,US,M
466,2022,SE,FT,Research Scientist," 144,000 ",USD," $144,000 ",US,50,US,L
467,2022,SE,FT,Data Scientist," 104,890 ",USD," $104,890 ",US,100,US,M
468,2022,SE,FT,Data Engineer," 100,000 ",USD," $100,000 ",US,100,US,M
469,2022,SE,FT,Data Scientist," 140,000 ",USD," $140,000 ",US,100,US,M
470,2022,MI,FT,Data Analyst," 135,000 ",USD," $135,000 ",US,100,US,M
471,2022,MI,FT,Data Analyst," 50,000 ",USD," $50,000 ",US,100,US,M
472,2022,SE,FT,Data Scientist," 220,000 ",USD," $220,000 ",US,100,US,M
473,2022,SE,FT,Data Scientist," 140,000 ",USD," $140,000 ",US,100,US,M
474,2022,MI,FT,Data Scientist," 140,000 ",GBP," $183,228 ",GB,0,GB,M
475,2022,MI,FT,Data Scientist," 70,000 ",GBP," $91,614 ",GB,0,GB,M
476,2022,SE,FT,Data Scientist," 185,100 ",USD," $185,100 ",US,100,US,M
477,2022,SE,FT,Machine Learning Engineer," 220,000 ",USD," $220,000 ",US,100,US,M
478,2022,MI,FT,Data Scientist," 200,000 ",USD," $200,000 ",US,100,US,M
479,2022,MI,FT,Data Scientist," 120,000 ",USD," $120,000 ",US,100,US,M
480,2022,SE,FT,Machine Learning Engineer," 120,000 ",USD," $120,000 ",AE,100,AE,S
481,2022,SE,FT,Machine Learning Engineer," 65,000 ",USD," $65,000 ",AE,100,AE,S
482,2022,EX,FT,Data Engineer," 324,000 ",USD," $324,000 ",US,100,US,M
483,2022,EX,FT,Data Engineer," 216,000 ",USD," $216,000 ",US,100,US,M
484,2022,SE,FT,Data Engineer," 210,000 ",USD," $210,000 ",US,100,US,M
485,2022,SE,FT,Machine Learning Engineer," 120,000 ",USD," $120,000 ",US,100,US,M
486,2022,SE,FT,Data Scientist," 230,000 ",USD," $230,000 ",US,100,US,M
487,2022,EN,PT,Data Scientist," 100,000 ",USD," $100,000 ",DZ,50,DZ,M
488,2022,MI,FL,Data Scientist," 100,000 ",USD," $100,000 ",CA,100,US,M
489,2022,EN,CT,Applied Machine Learning Scientist," 29,000 ",EUR," $31,875 ",TN,100,CZ,M
490,2022,SE,FT,Head of Data," 200,000 ",USD," $200,000 ",MY,100,US,M
491,2022,MI,FT,Principal Data Analyst," 75,000 ",USD," $75,000 ",CA,100,CA,S
492,2022,MI,FT,Data Scientist," 150,000 ",PLN," $35,590 ",PL,100,PL,L
493,2022,SE,FT,Machine Learning Developer," 100,000 ",CAD," $78,791 ",CA,100,CA,M
494,2022,SE,FT,Data Scientist," 100,000 ",USD," $100,000 ",BR,100,US,M
495,2022,MI,FT,Machine Learning Scientist," 153,000 ",USD," $153,000 ",US,50,US,M
496,2022,EN,FT,Data Engineer," 52,800 ",EUR," $58,035 ",PK,100,DE,M
497,2022,SE,FT,Data Scientist," 165,000 ",USD," $165,000 ",US,100,US,M
498,2022,SE,FT,Research Scientist," 85,000 ",EUR," $93,427 ",FR,50,FR,L
499,2022,EN,FT,Data Scientist," 66,500 ",CAD," $52,396 ",CA,100,CA,L
500,2022,SE,FT,Machine Learning Engineer," 57,000 ",EUR," $62,651 ",NL,100,NL,L
501,2022,MI,FT,Head of Data," 30,000 ",EUR," $32,974 ",EE,100,EE,S
502,2022,EN,FT,Data Scientist," 40,000 ",USD," $40,000 ",JP,100,MY,L
503,2022,MI,FT,Machine Learning Engineer," 121,000 ",AUD," $87,425 ",AU,100,AU,L
504,2022,SE,FT,Data Engineer," 115,000 ",USD," $115,000 ",US,100,US,M
505,2022,EN,FT,Data Scientist," 120,000 ",AUD," $86,703 ",AU,50,AU,M
506,2022,MI,FT,Applied Machine Learning Scientist," 75,000 ",USD," $75,000 ",BO,100,US,L
507,2022,MI,FT,Research Scientist," 59,000 ",EUR," $64,849 ",AT,0,AT,L
508,2022,EN,FT,Research Scientist," 120,000 ",USD," $120,000 ",US,100,US,L
509,2022,MI,FT,Applied Data Scientist," 157,000 ",USD," $157,000 ",US,100,US,L
510,2022,EN,FT,Computer Vision Software Engineer," 150,000 ",USD," $150,000 ",AU,100,AU,S
511,2022,MI,FT,Business Data Analyst," 90,000 ",CAD," $70,912 ",CA,50,CA,L
512,2022,EN,FT,Data Engineer," 65,000 ",USD," $65,000 ",US,100,US,S
513,2022,SE,FT,Machine Learning Engineer," 65,000 ",EUR," $71,444 ",IE,100,IE,S
514,2022,EN,FT,Data Analytics Engineer," 20,000 ",USD," $20,000 ",PK,0,PK,M
515,2022,MI,FT,Data Scientist," 48,000 ",USD," $48,000 ",RU,100,US,S
516,2022,SE,FT,Data Science Manager," 152,500 ",USD," $152,500 ",US,100,US,M
517,2022,MI,FT,Data Engineer," 62,000 ",EUR," $68,147 ",FR,100,FR,M
518,2022,MI,FT,Data Scientist," 115,000 ",CHF," $122,346 ",CH,0,CH,L
519,2022,SE,FT,Applied Data Scientist," 380,000 ",USD," $380,000 ",US,100,US,L
520,2022,MI,FT,Data Scientist," 88,000 ",CAD," $69,336 ",CA,100,CA,M
521,2022,EN,FT,Computer Vision Engineer," 10,000 ",USD," $10,000 ",PT,100,LU,M
522,2022,MI,FT,Data Analyst," 20,000 ",USD," $20,000 ",GR,100,GR,S
523,2022,SE,FT,Data Analytics Lead," 405,000 ",USD," $405,000 ",US,100,US,L
524,2022,MI,FT,Data Scientist," 135,000 ",USD," $135,000 ",US,100,US,L
525,2022,SE,FT,Applied Data Scientist," 177,000 ",USD," $177,000 ",US,100,US,L
526,2022,MI,FT,Data Scientist," 78,000 ",USD," $78,000 ",US,100,US,M
527,2022,SE,FT,Data Analyst," 135,000 ",USD," $135,000 ",US,100,US,M
528,2022,SE,FT,Data Analyst," 100,000 ",USD," $100,000 ",US,100,US,M
529,2022,SE,FT,Data Analyst," 90,320 ",USD," $90,320 ",US,100,US,M
530,2022,MI,FT,Data Analyst," 85,000 ",USD," $85,000 ",CA,0,CA,M
531,2022,MI,FT,Data Analyst," 75,000 ",USD," $75,000 ",CA,0,CA,M
532,2022,SE,FT,Machine Learning Engineer," 214,000 ",USD," $214,000 ",US,100,US,M
533,2022,SE,FT,Machine Learning Engineer," 192,600 ",USD," $192,600 ",US,100,US,M
534,2022,SE,FT,Data Architect," 266,400 ",USD," $266,400 ",US,100,US,M
535,2022,SE,FT,Data Architect," 213,120 ",USD," $213,120 ",US,100,US,M
536,2022,SE,FT,Data Analyst," 112,900 ",USD," $112,900 ",US,100,US,M
537,2022,SE,FT,Data Engineer," 155,000 ",USD," $155,000 ",US,100,US,M
538,2022,MI,FT,Data Scientist," 141,300 ",USD," $141,300 ",US,0,US,M
539,2022,MI,FT,Data Scientist," 102,100 ",USD," $102,100 ",US,0,US,M
540,2022,SE,FT,Data Analyst," 115,934 ",USD," $115,934 ",US,100,US,M
541,2022,SE,FT,Data Analyst," 81,666 ",USD," $81,666 ",US,100,US,M
542,2022,MI,FT,Data Engineer," 206,699 ",USD," $206,699 ",US,0,US,M
543,2022,MI,FT,Data Engineer," 99,100 ",USD," $99,100 ",US,0,US,M
544,2022,SE,FT,Data Engineer," 130,000 ",USD," $130,000 ",US,100,US,M
545,2022,SE,FT,Data Engineer," 115,000 ",USD," $115,000 ",US,100,US,M
546,2022,SE,FT,Data Engineer," 110,500 ",USD," $110,500 ",US,100,US,M
547,2022,SE,FT,Data Engineer," 130,000 ",USD," $130,000 ",US,100,US,M
548,2022,SE,FT,Data Analyst," 99,050 ",USD," $99,050 ",US,100,US,M
549,2022,SE,FT,Data Engineer," 160,000 ",USD," $160,000 ",US,100,US,M
550,2022,SE,FT,Data Scientist," 205,300 ",USD," $205,300 ",US,0,US,L
551,2022,SE,FT,Data Scientist," 140,400 ",USD," $140,400 ",US,0,US,L
552,2022,SE,FT,Data Scientist," 176,000 ",USD," $176,000 ",US,100,US,M
553,2022,SE,FT,Data Scientist," 144,000 ",USD," $144,000 ",US,100,US,M
554,2022,SE,FT,Data Engineer," 200,100 ",USD," $200,100 ",US,100,US,M
555,2022,SE,FT,Data Engineer," 160,000 ",USD," $160,000 ",US,100,US,M
556,2022,SE,FT,Data Engineer," 145,000 ",USD," $145,000 ",US,100,US,M
557,2022,SE,FT,Data Engineer," 70,500 ",USD," $70,500 ",US,0,US,M
558,2022,SE,FT,Data Scientist," 205,300 ",USD," $205,300 ",US,0,US,M
559,2022,SE,FT,Data Scientist," 140,400 ",USD," $140,400 ",US,0,US,M
560,2022,SE,FT,Analytics Engineer," 205,300 ",USD," $205,300 ",US,0,US,M
561,2022,SE,FT,Analytics Engineer," 184,700 ",USD," $184,700 ",US,0,US,M
562,2022,SE,FT,Data Engineer," 175,100 ",USD," $175,100 ",US,100,US,M
563,2022,SE,FT,Data Engineer," 140,250 ",USD," $140,250 ",US,100,US,M
564,2022,SE,FT,Data Analyst," 116,150 ",USD," $116,150 ",US,100,US,M
565,2022,SE,FT,Data Engineer," 54,000 ",USD," $54,000 ",US,0,US,M
566,2022,SE,FT,Data Analyst," 170,000 ",USD," $170,000 ",US,100,US,M
567,2022,MI,FT,Data Analyst," 50,000 ",GBP," $65,438 ",GB,0,GB,M
568,2022,SE,FT,Data Analyst," 80,000 ",USD," $80,000 ",US,100,US,M
569,2022,SE,FT,Data Scientist," 140,000 ",USD," $140,000 ",US,100,US,M
570,2022,SE,FT,Data Scientist," 210,000 ",USD," $210,000 ",US,100,US,M
571,2022,SE,FT,Data Scientist," 140,000 ",USD," $140,000 ",US,100,US,M
572,2022,SE,FT,Data Analyst," 100,000 ",USD," $100,000 ",US,100,US,M
573,2022,SE,FT,Data Analyst," 69,000 ",USD," $69,000 ",US,100,US,M
574,2022,SE,FT,Data Scientist," 210,000 ",USD," $210,000 ",US,100,US,M
575,2022,SE,FT,Data Scientist," 140,000 ",USD," $140,000 ",US,100,US,M
576,2022,SE,FT,Data Scientist," 210,000 ",USD," $210,000 ",US,100,US,M
577,2022,SE,FT,Data Analyst," 150,075 ",USD," $150,075 ",US,100,US,M
578,2022,SE,FT,Data Engineer," 100,000 ",USD," $100,000 ",US,100,US,M
579,2022,SE,FT,Data Engineer," 25,000 ",USD," $25,000 ",US,100,US,M
580,2022,SE,FT,Data Analyst," 126,500 ",USD," $126,500 ",US,100,US,M
581,2022,SE,FT,Data Analyst," 106,260 ",USD," $106,260 ",US,100,US,M
582,2022,SE,FT,Data Engineer," 220,110 ",USD," $220,110 ",US,100,US,M
583,2022,SE,FT,Data Engineer," 160,080 ",USD," $160,080 ",US,100,US,M
584,2022,SE,FT,Data Analyst," 105,000 ",USD," $105,000 ",US,100,US,M
585,2022,SE,FT,Data Analyst," 110,925 ",USD," $110,925 ",US,100,US,M
586,2022,MI,FT,Data Analyst," 35,000 ",GBP," $45,807 ",GB,0,GB,M
587,2022,SE,FT,Data Scientist," 140,000 ",USD," $140,000 ",US,100,US,M
588,2022,SE,FT,Data Analyst," 99,000 ",USD," $99,000 ",US,0,US,M
589,2022,SE,FT,Data Analyst," 60,000 ",USD," $60,000 ",US,100,US,M
590,2022,SE,FT,Data Architect," 192,564 ",USD," $192,564 ",US,100,US,M
591,2022,SE,FT,Data Architect," 144,854 ",USD," $144,854 ",US,100,US,M
592,2022,SE,FT,Data Scientist," 230,000 ",USD," $230,000 ",US,100,US,M
593,2022,SE,FT,Data Scientist," 150,000 ",USD," $150,000 ",US,100,US,M
594,2022,SE,FT,Data Analytics Manager," 150,260 ",USD," $150,260 ",US,100,US,M
595,2022,SE,FT,Data Analytics Manager," 109,280 ",USD," $109,280 ",US,100,US,M
596,2022,SE,FT,Data Scientist," 210,000 ",USD," $210,000 ",US,100,US,M
597,2022,SE,FT,Data Analyst," 170,000 ",USD," $170,000 ",US,100,US,M
598,2022,MI,FT,Data Scientist," 160,000 ",USD," $160,000 ",US,100,US,M
599,2022,MI,FT,Data Scientist," 130,000 ",USD," $130,000 ",US,100,US,M
600,2022,EN,FT,Data Analyst," 67,000 ",USD," $67,000 ",CA,0,CA,M
601,2022,EN,FT,Data Analyst," 52,000 ",USD," $52,000 ",CA,0,CA,M
602,2022,SE,FT,Data Engineer," 154,000 ",USD," $154,000 ",US,100,US,M
603,2022,SE,FT,Data Engineer," 126,000 ",USD," $126,000 ",US,100,US,M
604,2022,SE,FT,Data Analyst," 129,000 ",USD," $129,000 ",US,0,US,M
605,2022,SE,FT,Data Analyst," 150,000 ",USD," $150,000 ",US,100,US,M
606,2022,MI,FT,AI Scientist," 200,000 ",USD," $200,000 ",IN,100,US,L
